Mietobjektschlüssel,Buchungskreis,Wirtschaftseinheit,Mieteinheit,Konditionsart,Miete pro Monat,Grundmiete
OS 7782/18202/9424,7782,18202,9424,2034,51.19,
OS 7782/18202/9505,7782,18202,9505,6045,14.03,
OS 7782/18202/9505,7782,18202,9505,6045,14.03,
OS 7782/18202/9413,7782,18202,9413,2034,16.33,
OS 7782/18202/9413,7782,18202,9413,2034,16.33,
OS 7782/18202/9413,7782,18202,9413,2034,14.03,
OS 7782/18202/9413,7782,18202,9413,2034,14.03,
OS 7782/18202/9413,7782,18202,9413,2034,14.03,
OS 7782/18202/9447,7782,18202,9447,2034,16.33,
OS 7782/18202/9447,7782,18202,9447,2034,16.33,
OS 7782/18202/9447,7782,18202,9447,2034,16.33,
OS 7782/18202/9447,7782,18202,9447,2034,16.33,
OS 7782/18202/9487,7782,18202,9487,2034,14.03,
OS 7782/18202/9487,7782,18202,9487,2034,14.03,
OS 7782/18202/9487,7782,18202,9487,2034,14.03,
OS 7782/18202/9487,7782,18202,9487,2034,14.03,
OS 7782/18202/9649,7782,18202,9649,6045,14.03,
OS 7782/18202/9625,7782,18202,9625,2034,14.03,
OS 7782/18202/9625,7782,18202,9625,6045,51.19,
OS 7782/18202/9334,7782,18202,9334,6045,51.19,
OS 7782/18202/9484,7782,18202,9484,6045,30.31,
OS 7782/18202/9560,7782,18202,9560,2034,51.19,
OS 7782/18202/9560,7782,18202,9560,2034,51.19,
OS 7782/18202/9386,7782,18202,9386,2034,51.19,
OS 7782/18202/9386,7782,18202,9386,2034,51.19,
OS 7782/18202/9386,7782,18202,9386,2034,51.19,
OS 7782/18202/9383,7782,18202,9383,2034,51.19,
OS 7782/18202/9383,7782,18202,9383,2034,51.19,
OS 7782/18202/9383,7782,18202,9383,2034,51.19,
OS 7782/18202/9710,7782,18202,9710,2034,37.65,
OS 7782/18202/9631,7782,18202,9631,2034,14.03,
OS 7782/18202/9631,7782,18202,9631,2034,14.03,
OS 7782/18202/9631,7782,18202,9631,2034,14.03,
OS 7782/18202/9453,7782,18202,9453,6045,1.09,
OS 7782/18202/1033,7782,18202,1033,2001,244.89,x
OS 7782/18202/1033,7782,18202,1033,7005,86.76,x
OS 7782/18202/1033,7782,18202,1033,8022,14.03,
OS 7782/18202/1223,7782,18202,1223,2001,28.47,x
OS 7782/18202/1223,7782,18202,1223,7005,86.76,x
OS 7782/18202/1223,7782,18202,1223,8022,48.95,
OS 7782/18202/1223,7782,18202,1223,20D6,-14.01,x
OS 7782/18202/1281,7782,18202,1281,2001,84.67,x
OS 7782/18202/1281,7782,18202,1281,7005,40.65,x
OS 7782/18202/1281,7782,18202,1281,8022,51.19,
OS 7782/18202/1286,7782,18202,1286,2001,499.62,x
OS 7782/18202/1286,7782,18202,1286,7005,41.11,x
OS 7782/18202/1286,7782,18202,1286,8022,72.09,
OS 7782/18202/1286,7782,18202,1286,60B3,14.03,
OS 7782/18202/1286,7782,18202,1286,2001,549.54,x
OS 7782/18202/1286,7782,18202,1286,7005,65.91,x
OS 7782/18202/1286,7782,18202,1286,8022,0.80,
OS 7782/18202/1286,7782,18202,1286,30E5,-191.35,x
OS 7782/18202/1398,7782,18202,1398,2001,145.48,x
OS 7782/18202/1398,7782,18202,1398,3087,8.87,
OS 7782/18202/1398,7782,18202,1398,7005,86.76,x
OS 7782/18202/1398,7782,18202,1398,8022,41.36,
OS 7782/18202/1398,7782,18202,1398,30E5,-57.17,x
OS 7782/18202/1346,7782,18202,1346,2001,363.20,x
OS 7782/18202/1346,7782,18202,1346,7005,40.65,x
OS 7782/18202/1346,7782,18202,1346,8022,35.15,
OS 7782/18202/1195,7782,18202,1195,2001,409.22,x
OS 7782/18202/1195,7782,18202,1195,3087,8.87,
OS 7782/18202/1195,7782,18202,1195,7005,14.03,x
OS 7782/18202/1195,7782,18202,1195,8022,14.03,
OS 7782/18202/1195,7782,18202,1195,2001,392.02,x
OS 7782/18202/1195,7782,18202,1195,7005,72.65,x
OS 7782/18202/1195,7782,18202,1195,8022,51.19,
OS 7782/18202/1292,7782,18202,1292,2001,657.74,x
OS 7782/18202/1292,7782,18202,1292,3087,9.19,
OS 7782/18202/1292,7782,18202,1292,7005,78.40,x
OS 7782/18202/1292,7782,18202,1292,8022,0.92,
OS 7782/18202/1292,7782,18202,1292,30E5,-96.01,x
OS 7782/18202/1177,7782,18202,1177,2001,439.67,x
OS 7782/18202/1177,7782,18202,1177,7005,86.76,x
OS 7782/18202/1177,7782,18202,1177,8022,35.15,
OS 7782/18202/1177,7782,18202,1177,30E5,-20.63,x
OS 7782/18202/1376,7782,18202,1376,2001,263.77,x
OS 7782/18202/1376,7782,18202,1376,7005,86.76,x
OS 7782/18202/1376,7782,18202,1376,8022,84.49,
OS 7782/18202/1376,7782,18202,1376,20D6,-28.65,x
OS 7782/18202/1223,7782,18202,1223,2001,164.90,x
OS 7782/18202/1223,7782,18202,1223,7005,40.65,x
OS 7782/18202/1223,7782,18202,1223,8022,67.46,
OS 7782/18202/1223,7782,18202,1223,20D6,-45.69,x
OS 7782/18202/1401,7782,18202,1401,2001,227.58,x
OS 7782/18202/1401,7782,18202,1401,7005,72.65,x
OS 7782/18202/1401,7782,18202,1401,8022,14.03,
OS 7782/18202/1401,7782,18202,1401,2001,85.04,x
OS 7782/18202/1401,7782,18202,1401,7005,2.74,x
OS 7782/18202/1401,7782,18202,1401,8022,19.09,
OS 7782/18202/1401,7782,18202,1401,30E5,-203.87,x
OS 7782/18202/1176,7782,18202,1176,2001,155.21,x
OS 7782/18202/1176,7782,18202,1176,Z080,8.87,
OS 7782/18202/1176,7782,18202,1176,7005,40.65,x
OS 7782/18202/1176,7782,18202,1176,8022,77.42,
OS 7782/18202/1176,7782,18202,1176,30E5,-51.50,x
OS 7782/18202/1326,7782,18202,1326,2001,155.21,x
OS 7782/18202/1326,7782,18202,1326,7005,40.65,x
OS 7782/18202/1326,7782,18202,1326,8022,48.95,
OS 7782/18202/1326,7782,18202,1326,30E5,-39.33,x
OS 7782/18202/1512,7782,18202,1512,2001,190.32,x
OS 7782/18202/1512,7782,18202,1512,7005,40.65,x
OS 7782/18202/1512,7782,18202,1512,8022,77.42,
OS 7782/18202/1386,7782,18202,1386,2014,"1,824.52",
OS 7782/18202/1386,7782,18202,1386,2014,"1,824.52",
OS 7782/18202/1386,7782,18202,1386,2014,"1,824.52",
OS 7782/18202/1386,7782,18202,1386,2034,104.44,
OS 7782/18202/1386,7782,18202,1386,2034,104.44,
OS 7782/18202/1386,7782,18202,1386,2034,104.44,
OS 7782/18202/1386,7782,18202,1386,2034,104.44,
OS 7782/18202/1386,7782,18202,1386,3011,432.11,
OS 7782/18202/1386,7782,18202,1386,3011,432.11,
OS 7782/18202/1386,7782,18202,1386,3011,432.11,
OS 7782/18202/1386,7782,18202,1386,7034,92.44,
OS 7782/18202/1386,7782,18202,1386,7034,92.44,
OS 7782/18202/1386,7782,18202,1386,7034,92.44,
OS 7782/18202/1517,7782,18202,1517,2014,"1,351.13",
OS 7782/18202/1517,7782,18202,1517,3011,250.37,
OS 7782/18202/1517,7782,18202,1517,7034,167.39,
OS 7782/18202/1484,7782,18202,1484,2001,742.12,x
OS 7782/18202/1484,7782,18202,1484,7005,79.94,x
OS 7782/18202/1484,7782,18202,1484,8022,84.49,
OS 7782/18202/1484,7782,18202,1484,30E5,-330.06,x
OS 7782/18202/1357,7782,18202,1357,2001,392.02,x
OS 7782/18202/1357,7782,18202,1357,7005,19.09,x
OS 7782/18202/1357,7782,18202,1357,8022,12.80,
OS 7782/18202/1357,7782,18202,1357,2001,392.02,x
OS 7782/18202/1357,7782,18202,1357,7005,35.15,x
OS 7782/18202/1357,7782,18202,1357,8022,12.04,
OS 7782/18202/1357,7782,18202,1357,30E5,-162.40,x
OS 7782/18202/1489,7782,18202,1489,2001,95.35,x
OS 7782/18202/1489,7782,18202,1489,7005,35.41,x
OS 7782/18202/1489,7782,18202,1489,8022,41.36,
OS 7782/18202/1489,7782,18202,1489,30E5,-5.91,x
OS 7782/18202/1235,7782,18202,1235,2001,308.48,x
OS 7782/18202/1235,7782,18202,1235,7005,86.76,x
OS 7782/18202/1235,7782,18202,1235,8022,48.95,
OS 7782/18202/1235,7782,18202,1235,20D6,-21.40,x
OS 7782/18202/1340,7782,18202,1340,2001,205.58,x
OS 7782/18202/1340,7782,18202,1340,7005,86.76,x
OS 7782/18202/1340,7782,18202,1340,8022,51.19,
OS 7782/18202/1340,7782,18202,1340,30E5,-28.96,x
OS 7782/18202/1340,7782,18202,1340,70K9,2.74,
OS 7782/18202/1380,7782,18202,1380,2001,85.61,x
OS 7782/18202/1380,7782,18202,1380,7005,22.64,x
OS 7782/18202/1380,7782,18202,1380,8022,41.36,
OS 7782/18202/1380,7782,18202,1380,2001,123.40,x
OS 7782/18202/1380,7782,18202,1380,7005,56.17,x
OS 7782/18202/1380,7782,18202,1380,8022,13.06,
OS 7782/18202/1380,7782,18202,1380,30E5,-635.39,x
OS 7782/18202/1499,7782,18202,1499,2001,29.54,x
OS 7782/18202/1499,7782,18202,1499,7005,86.76,x
OS 7782/18202/1499,7782,18202,1499,8022,41.36,
OS 7782/18202/1454,7782,18202,1454,2001,392.02,x
OS 7782/18202/1454,7782,18202,1454,7005,84.49,x
OS 7782/18202/1454,7782,18202,1454,8022,35.15,
OS 7782/18202/1284,7782,18202,1284,2001,112.74,x
OS 7782/18202/1284,7782,18202,1284,7005,22.64,x
OS 7782/18202/1284,7782,18202,1284,8022,48.95,
OS 7782/18202/1284,7782,18202,1284,2001,420.57,x
OS 7782/18202/1284,7782,18202,1284,3087,8.87,
OS 7782/18202/1284,7782,18202,1284,7005,86.76,x
OS 7782/18202/1284,7782,18202,1284,8022,35.15,
OS 7782/18202/1284,7782,18202,1284,30E5,-148.60,x
OS 7782/18202/1306,7782,18202,1306,2001,438.29,x
OS 7782/18202/1306,7782,18202,1306,Z080,8.87,
OS 7782/18202/1306,7782,18202,1306,7005,86.76,x
OS 7782/18202/1306,7782,18202,1306,8022,41.11,
OS 7782/18202/1306,7782,18202,1306,30E5,-93.07,x
OS 7782/18202/1656,7782,18202,1656,2001,64.99,x
OS 7782/18202/1656,7782,18202,1656,7005,86.76,x
OS 7782/18202/1656,7782,18202,1656,8022,55.04,
OS 7782/18202/1398,7782,18202,1398,2001,254.28,x
OS 7782/18202/1398,7782,18202,1398,7005,86.76,x
OS 7782/18202/1398,7782,18202,1398,8022,77.42,
OS 7782/18202/1398,7782,18202,1398,8022,35.41,
OS 7782/18202/1662,7782,18202,1662,2001,34.76,x
OS 7782/18202/1662,7782,18202,1662,7005,79.56,x
OS 7782/18202/1662,7782,18202,1662,8022,77.42,
OS 7782/18202/1662,7782,18202,1662,20D6,-0.01,x
OS 7782/18202/1662,7782,18202,1662,30E5,-0.02,x
OS 7782/18202/1462,7782,18202,1462,2001,21.08,x
OS 7782/18202/1462,7782,18202,1462,7005,86.76,x
OS 7782/18202/1462,7782,18202,1462,8022,55.04,
OS 7782/18202/1462,7782,18202,1462,20D6,-25.86,x
OS 7782/18202/1589,7782,18202,1589,2014,"1,408.50",
OS 7782/18202/1589,7782,18202,1589,2014,"1,408.50",
OS 7782/18202/1589,7782,18202,1589,2014,"1,408.50",
OS 7782/18202/1589,7782,18202,1589,Y250,9.19,
OS 7782/18202/1589,7782,18202,1589,Y250,9.19,
OS 7782/18202/1589,7782,18202,1589,Y250,9.19,
OS 7782/18202/1589,7782,18202,1589,3011,97.17,
OS 7782/18202/1589,7782,18202,1589,3011,97.17,
OS 7782/18202/1589,7782,18202,1589,3011,97.17,
OS 7782/18202/1589,7782,18202,1589,7034,46.35,
OS 7782/18202/1589,7782,18202,1589,7034,46.35,
OS 7782/18202/1589,7782,18202,1589,7034,46.35,
OS 7782/18202/1664,7782,18202,1664,2014,310.55,
OS 7782/18202/1664,7782,18202,1664,Y250,2.74,
OS 7782/18202/1664,7782,18202,1664,3011,240.41,
OS 7782/18202/1664,7782,18202,1664,7034,214.46,
OS 7782/18202/1664,7782,18202,1664,2014,310.55,
OS 7782/18202/1664,7782,18202,1664,2014,310.55,
OS 7782/18202/1664,7782,18202,1664,2014,"1,094.97",
OS 7782/18202/1664,7782,18202,1664,2014,"1,094.97",
OS 7782/18202/1664,7782,18202,1664,3011,203.42,
OS 7782/18202/1664,7782,18202,1664,3011,203.42,
OS 7782/18202/1664,7782,18202,1664,3011,203.42,
OS 7782/18202/1664,7782,18202,1664,7034,102.00,
OS 7782/18202/1664,7782,18202,1664,7034,102.00,
OS 7782/18202/1664,7782,18202,1664,7034,102.00,
OS 4409/9983/1033,4409,9983,1033,2001,51.61,x
OS 4409/9983/1033,4409,9983,1033,7005,68.36,x
OS 4409/9983/1033,4409,9983,1033,30E5,-56.61,x
OS 4409/9983/1223,4409,9983,1223,2001,376.00,x
OS 4409/9983/1223,4409,9983,1223,7005,22.64,x
OS 4409/9983/1223,4409,9983,1223,20D6,-39.17,x
OS 4409/9983/1281,4409,9983,1281,2001,278.02,x
OS 4409/9983/1281,4409,9983,1281,7005,48.95,x
OS 4409/9983/1281,4409,9983,1281,20D6,-15.11,x
OS 4409/9983/1281,4409,9983,1281,30E5,-115.16,x
OS 4409/9983/1286,4409,9983,1286,2001,728.06,x
OS 4409/9983/1286,4409,9983,1286,7005,40.65,x
OS 4409/9983/1286,4409,9983,1286,2001,317.62,x
OS 4409/9983/1286,4409,9983,1286,7005,72.50,x
OS 4409/9983/1286,4409,9983,1286,20D6,-23.46,x
OS 4409/9983/1398,4409,9983,1398,2001,357.60,x
OS 4409/9983/1398,4409,9983,1398,7005,89.65,x
OS 4409/9983/1346,4409,9983,1346,2001,343.04,x
OS 4409/9983/1346,4409,9983,1346,7005,22.64,x
OS 4409/9983/1195,4409,9983,1195,2001,16.62,x
OS 4409/9983/1195,4409,9983,1195,7005,77.42,x
OS 4409/9983/1292,4409,9983,1292,2001,299.01,x
OS 4409/9983/1292,4409,9983,1292,7005,139.41,x
OS 4409/9983/1292,4409,9983,1292,2001,128.37,x
OS 4409/9983/1292,4409,9983,1292,7005,68.36,x
OS 4409/9983/1292,4409,9983,1292,30E5,-406.55,x
OS 4409/9983/1177,4409,9983,1177,2001,171.43,x
OS 4409/9983/1177,4409,9983,1177,7005,40.65,x
OS 4409/9983/1177,4409,9983,1177,20D6,-16.83,x
OS 4409/9983/1376,4409,9983,1376,2001,212.55,x
OS 4409/9983/1376,4409,9983,1376,7005,41.11,x
OS 4409/9983/1376,4409,9983,1376,20D6,-49.05,x
OS 4409/9983/1223,4409,9983,1223,2001,198.04,x
OS 4409/9983/1223,4409,9983,1223,7005,58.89,x
OS 4409/9983/1223,4409,9983,1223,2001,140.78,x
OS 4409/9983/1223,4409,9983,1223,7005,72.09,x
OS 4409/9983/1223,4409,9983,1223,2001,47.94,x
OS 4409/9983/1223,4409,9983,1223,7005,48.95,x
OS 4409/9983/1401,4409,9983,1401,2001,352.54,x
OS 4409/9983/1401,4409,9983,1401,7005,114.03,x
OS 4409/9983/1401,4409,9983,1401,2001,211.63,x
OS 4409/9983/1401,4409,9983,1401,3087,8.87,
OS 4409/9983/1401,4409,9983,1401,7005,68.36,x
OS 4409/9983/1401,4409,9983,1401,30E5,-154.10,x
OS 4409/9983/1176,4409,9983,1176,2001,533.53,x
OS 4409/9983/1176,4409,9983,1176,7005,40.65,x
OS 4409/9983/1176,4409,9983,1176,30E5,-18.00,x
OS 4409/9983/1326,4409,9983,1326,2001,149.20,x
OS 4409/9983/1326,4409,9983,1326,7005,41.11,x
OS 4409/9983/1326,4409,9983,1326,2001,445.17,x
OS 4409/9983/1326,4409,9983,1326,7005,99.06,x
OS 4409/9983/1326,4409,9983,1326,30E5,-393.97,x
OS 4409/9983/1512,4409,9983,1512,2001,345.56,x
OS 4409/9983/1512,4409,9983,1512,7005,35.15,x
OS 4409/9983/1512,4409,9983,1512,20D6,-23.53,x
OS 4409/9983/1256,4409,9983,1256,2001,310.65,x
OS 4409/9983/1256,4409,9983,1256,7005,78.40,x
OS 4409/9983/1256,4409,9983,1256,20D6,-3.50,x
OS 4409/9983/1386,4409,9983,1386,5027,3.66,
OS 4409/9983/1386,4409,9983,1386,7005,17.77,x
OS 4409/9983/1386,4409,9983,1386,2014,585.01,
OS 4409/9983/1386,4409,9983,1386,3011,52.01,
OS 4409/9983/1386,4409,9983,1386,2014,100.11,
OS 4409/9983/1386,4409,9983,1386,2014,100.11,
OS 4409/9983/1386,4409,9983,1386,2014,100.11,
OS 4409/9983/1386,4409,9983,1386,3011,51.19,
OS 4409/9983/1386,4409,9983,1386,3011,51.19,
OS 4409/9983/1386,4409,9983,1386,3011,51.19,
OS 4409/9983/1517,4409,9983,1517,2014,445.17,
OS 4409/9983/1517,4409,9983,1517,2014,445.17,
OS 4409/9983/1517,4409,9983,1517,2014,445.17,
OS 4409/9983/1517,4409,9983,1517,3011,22.64,
OS 4409/9983/1517,4409,9983,1517,3011,22.64,
OS 4409/9983/1517,4409,9983,1517,3011,22.64,
OS 4409/9983/1484,4409,9983,1484,2014,289.90,
OS 4409/9983/1484,4409,9983,1484,2014,289.90,
OS 4409/9983/1484,4409,9983,1484,2014,289.90,
OS 4409/9983/1484,4409,9983,1484,Y250,8.87,
OS 4409/9983/1484,4409,9983,1484,Y250,8.87,
OS 4409/9983/1484,4409,9983,1484,Y250,8.87,
OS 4409/9983/1484,4409,9983,1484,3011,77.42,
OS 4409/9983/1484,4409,9983,1484,3011,77.42,
OS 4409/9983/1484,4409,9983,1484,3011,77.42,
OS 4409/9983/1357,4409,9983,1357,5027,151.97,
OS 4409/9983/1357,4409,9983,1357,7005,79.56,x
OS 4409/9983/1489,4409,9983,1489,5027,38.08,
OS 4409/9983/1489,4409,9983,1489,7005,90.75,x
OS 4409/9983/1489,4409,9983,1489,2014,514.25,
OS 4409/9983/1489,4409,9983,1489,2014,514.25,
OS 4409/9983/1489,4409,9983,1489,2014,514.25,
OS 4409/9983/1489,4409,9983,1489,3011,77.42,
OS 4409/9983/1489,4409,9983,1489,3011,77.42,
OS 4409/9983/1489,4409,9983,1489,3011,77.42,
OS 4409/9983/1235,4409,9983,1235,2001,19.46,x
OS 4409/9983/1235,4409,9983,1235,7005,66.57,x
OS 4409/9983/1235,4409,9983,1235,30E5,-57.12,x
OS 4409/9983/1340,4409,9983,1340,2001,50.03,x
OS 4409/9983/1340,4409,9983,1340,7005,84.49,x
OS 4409/9983/1340,4409,9983,1340,20D6,-13.26,x
OS 4409/9983/1380,4409,9983,1380,2001,478.77,x
OS 4409/9983/1380,4409,9983,1380,7005,22.64,x
OS 4409/9983/1380,4409,9983,1380,30E5,-50.54,x
OS 4409/9983/1499,4409,9983,1499,2001,244.59,x
OS 4409/9983/1499,4409,9983,1499,Z080,6.55,
OS 4409/9983/1499,4409,9983,1499,7005,84.49,x
OS 4409/9983/1499,4409,9983,1499,2001,320.93,x
OS 4409/9983/1499,4409,9983,1499,7005,67.46,x
OS 4409/9983/1499,4409,9983,1499,20D6,-94.66,x
OS 4409/9983/1454,4409,9983,1454,2001,80.90,x
OS 4409/9983/1454,4409,9983,1454,7005,79.56,x
OS 4409/9983/1454,4409,9983,1454,20D6,-8.60,x
OS 4409/9983/1284,4409,9983,1284,2001,246.97,x
OS 4409/9983/1284,4409,9983,1284,7005,41.11,x
OS 4409/9983/1284,4409,9983,1284,20D6,-11.25,x
OS 4409/9983/1306,4409,9983,1306,2001,186.01,x
OS 4409/9983/1306,4409,9983,1306,6006,56.14,x
OS 4409/9983/1306,4409,9983,1306,20D6,-13.71,x
OS 4409/9983/1656,4409,9983,1656,2001,387.49,x
OS 4409/9983/1656,4409,9983,1656,7005,84.49,x
OS 4409/9983/1398,4409,9983,1398,5027,1.09,
OS 4409/9983/1398,4409,9983,1398,7005,24.63,x
OS 4409/9983/1398,4409,9983,1398,2001,68.12,x
OS 4409/9983/1398,4409,9983,1398,7005,52.01,x
OS 4409/9983/1398,4409,9983,1398,20D6,-0.91,x
OS 4409/9983/1398,4409,9983,1398,30E5,-57.19,x
OS 4409/9983/1662,4409,9983,1662,2001,386.49,x
OS 4409/9983/1662,4409,9983,1662,3087,8.87,
OS 4409/9983/1662,4409,9983,1662,7005,72.65,x
OS 4409/9983/1462,4409,9983,1462,2001,26.11,x
OS 4409/9983/1462,4409,9983,1462,7005,55.04,x
OS 4409/9983/1462,4409,9983,1462,2001,133.13,x
OS 4409/9983/1462,4409,9983,1462,7005,48.95,x
OS 4409/9983/1462,4409,9983,1462,2001,328.08,x
OS 4409/9983/1462,4409,9983,1462,7005,72.09,x
OS 4409/9983/1462,4409,9983,1462,30E5,-164.02,x
OS 4409/9983/1589,4409,9983,1589,2001,30.02,x
OS 4409/9983/1589,4409,9983,1589,7005,35.15,x
OS 4409/9983/1589,4409,9983,1589,30E5,-63.00,x
OS 4409/9983/1664,4409,9983,1664,2001,239.77,x
OS 4409/9983/1664,4409,9983,1664,7005,48.95,x
OS 4409/9983/1664,4409,9983,1664,20D6,-16.18,x
OS 4409/9983/1664,4409,9983,1664,30E5,-19.69,x
OS 4409/9983/1414,4409,9983,1414,2001,120.86,x
OS 4409/9983/1414,4409,9983,1414,7005,51.19,x
OS 4409/9983/1414,4409,9983,1414,2001,488.00,x
OS 4409/9983/1414,4409,9983,1414,3087,8.87,
OS 4409/9983/1414,4409,9983,1414,7005,65.91,x
OS 4409/9983/1414,4409,9983,1414,30E5,-184.57,x
OS 4409/9983/1471,4409,9983,1471,2001,184.27,x
OS 4409/9983/1471,4409,9983,1471,7005,35.15,x
OS 4409/9983/1471,4409,9983,1471,2001,575.68,x
OS 4409/9983/1471,4409,9983,1471,7005,48.95,x
OS 4409/9983/1471,4409,9983,1471,2001,94.27,x
OS 4409/9983/1471,4409,9983,1471,7005,35.15,x
OS 4409/9983/1471,4409,9983,1471,20D6,-105.95,x
OS 4409/9983/1413,4409,9983,1413,2001,167.34,x
OS 4409/9983/1413,4409,9983,1413,7005,55.04,x
OS 4409/9983/1413,4409,9983,1413,20D6,-13.28,x
OS 4409/9983/1556,4409,9983,1556,2001,305.71,x
OS 4409/9983/1556,4409,9983,1556,7005,72.09,x
OS 4409/9983/1556,4409,9983,1556,2001,328.08,x
OS 4409/9983/1556,4409,9983,1556,7005,73.84,x
OS 4409/9983/1556,4409,9983,1556,30E5,-123.08,x
OS 4409/9983/1661,4409,9983,1661,2001,133.30,x
OS 4409/9983/1661,4409,9983,1661,7005,55.04,x
OS 4409/9983/1661,4409,9983,1661,20D6,-1.85,x
OS 4409/9983/1661,4409,9983,1661,30E5,-19.52,x
OS 4409/9983/1760,4409,9983,1760,2001,575.68,x
OS 4409/9983/1760,4409,9983,1760,7005,48.95,x
OS 4409/9983/1468,4409,9983,1468,2001,575.68,x
OS 4409/9983/1468,4409,9983,1468,7005,48.95,x
OS 4409/9983/1586,4409,9983,1586,2014,690.33,
OS 4409/9983/1586,4409,9983,1586,2014,690.33,
OS 4409/9983/1586,4409,9983,1586,2014,690.33,
OS 4409/9983/1586,4409,9983,1586,3011,67.46,
OS 4409/9983/1586,4409,9983,1586,3011,67.46,
OS 4409/9983/1586,4409,9983,1586,3011,67.46,
OS 4409/9975/1033,4409,9975,1033,2001,80.34,x
OS 4409/9975/1033,4409,9975,1033,7005,55.04,x
OS 4409/9975/1033,4409,9975,1033,20D6,-3.30,x
OS 4409/9975/1223,4409,9975,1223,2001,310.98,x
OS 4409/9975/1223,4409,9975,1223,7005,79.56,x
OS 4409/9975/1223,4409,9975,1223,30E5,-238.63,x
OS 4409/9975/1281,4409,9975,1281,2001,299.08,x
OS 4409/9975/1281,4409,9975,1281,7005,35.41,x
OS 4409/9975/1281,4409,9975,1281,20D6,-21.31,x
OS 4409/9975/1286,4409,9975,1286,2001,73.27,x
OS 4409/9975/1286,4409,9975,1286,7005,21.20,x
OS 4409/9975/1398,4409,9975,1398,2001,180.70,x
OS 4409/9975/1398,4409,9975,1398,7005,122.25,x
OS 4409/9975/1398,4409,9975,1398,2001,"1,082.18",x
OS 4409/9975/1398,4409,9975,1398,3087,8.87,
OS 4409/9975/1398,4409,9975,1398,7005,40.65,x
OS 4409/9975/1398,4409,9975,1398,2001,819.71,x
OS 4409/9975/1398,4409,9975,1398,7005,114.03,x
OS 4409/9975/1398,4409,9975,1398,30E5,-194.99,x
OS 4409/9975/1346,4409,9975,1346,2001,80.95,x
OS 4409/9975/1346,4409,9975,1346,7005,35.15,x
OS 4409/9975/1346,4409,9975,1346,30E5,-1.97,x
OS 4409/9975/1195,4409,9975,1195,2001,93.28,x
OS 4409/9975/1195,4409,9975,1195,7005,22.64,x
OS 4409/9975/1292,4409,9975,1292,2001,176.26,x
OS 4409/9975/1292,4409,9975,1292,7005,81.87,x
OS 4409/9975/1292,4409,9975,1292,2001,534.24,x
OS 4409/9975/1292,4409,9975,1292,7005,99.06,x
OS 4409/9975/1177,4409,9975,1177,2001,460.25,x
OS 4409/9975/1177,4409,9975,1177,7005,86.76,x
OS 4409/9975/1177,4409,9975,1177,20D6,-45.83,x
OS 4409/9975/1177,4409,9975,1177,30E5,-47.26,x
OS 4409/9975/1376,4409,9975,1376,2001,47.74,x
OS 4409/9975/1376,4409,9975,1376,7005,55.04,x
OS 4409/9975/1376,4409,9975,1376,2001,684.61,x
OS 4409/9975/1376,4409,9975,1376,7005,33.90,x
OS 4409/9975/1223,4409,9975,1223,2001,133.92,x
OS 4409/9975/1223,4409,9975,1223,7005,55.04,x
OS 4409/9975/1223,4409,9975,1223,20D6,-20.50,x
OS 4409/9975/1223,4409,9975,1223,30E5,-31.17,x
OS 4409/9975/1401,4409,9975,1401,2001,282.40,x
OS 4409/9975/1401,4409,9975,1401,7005,55.04,x
OS 4409/9975/1176,4409,9975,1176,6006,54.45,x
OS 4409/9975/1176,4409,9975,1176,40L8,195.59,
OS 4409/9975/1326,4409,9975,1326,2001,374.77,x
OS 4409/9975/1326,4409,9975,1326,7005,22.64,x
OS 4409/9975/1512,4409,9975,1512,2001,26.42,x
OS 4409/9975/1512,4409,9975,1512,7005,67.46,x
OS 4409/9975/1512,4409,9975,1512,2001,121.67,x
OS 4409/9975/1512,4409,9975,1512,7005,41.11,x
OS 4409/9975/1512,4409,9975,1512,2001,121.67,x
OS 4409/9975/1512,4409,9975,1512,7005,41.11,x
OS 4409/9975/1512,4409,9975,1512,30E5,-82.57,x
OS 4409/9975/1256,4409,9975,1256,2001,822.23,x
OS 4409/9975/1256,4409,9975,1256,7005,72.95,x
OS 4409/9975/1256,4409,9975,1256,2001,822.23,x
OS 4409/9975/1256,4409,9975,1256,7005,83.73,x
OS 4409/9975/1256,4409,9975,1256,30E5,-111.72,x
OS 4409/9975/1386,4409,9975,1386,2001,0.39,x
OS 4409/9975/1386,4409,9975,1386,2001,203.42,x
OS 4409/9975/1386,4409,9975,1386,7005,72.09,x
OS 4409/9975/1386,4409,9975,1386,30E5,-76.05,x
OS 4409/9975/1517,4409,9975,1517,2001,138.31,x
OS 4409/9975/1517,4409,9975,1517,7005,35.15,x
OS 4409/9975/1484,4409,9975,1484,2001,145.66,x
OS 4409/9975/1484,4409,9975,1484,7005,84.49,x
OS 4409/9975/1484,4409,9975,1484,2001,145.66,x
OS 4409/9975/1484,4409,9975,1484,7005,21.20,x
OS 4409/9975/1484,4409,9975,1484,20D6,-57.55,x
OS 4409/9975/1357,4409,9975,1357,2001,149.66,x
OS 4409/9975/1357,4409,9975,1357,7005,51.19,x
OS 4409/9975/1357,4409,9975,1357,20D6,-20.69,x
OS 4409/9975/1489,4409,9975,1489,2001,0.74,x
OS 4409/9975/1489,4409,9975,1489,7005,68.36,x
OS 4409/9975/1489,4409,9975,1489,20D6,-11.63,x
OS 4409/9975/1235,4409,9975,1235,7005,55.04,x
